order_item_id,order_id,product_id,quantity,discount
2475,2820,21,2,0.1
2476,3421,29,2,0.15
2477,5797,2,2,0.15
2478,3799,29,3,0.1
2479,5999,41,1,0.15
2480,1825,18,4,0.1
2481,5059,39,2,0.05
2482,4559,29,1,0.15
2483,3347,18,4,0.15
2484,1111,27,4,0.15
2485,3991,11,2,0
2486,5462,2,1,0
2487,2691,45,2,0.15
2488,4285,26,2,0.15
2489,595,39,1,0.15
2490,2869,23,1,0.1
2491,248,28,3,0.1
2492,2839,19,4,0.15
2493,4955,46,3,0.05
2494,4958,29,2,0
2495,1691,8,3,0
2496,1516,43,4,0
2497,3468,39,4,0
2498,3739,14,3,0.1
2499,3166,45,1,0.1
2500,5159,6,3,0.1
2501,4038,6,4,0.05
2502,1142,8,1,0.1
2503,3892,25,4,0.05
2504,1325,17,3,0
2505,5264,41,4,0.05
2506,909,3,2,0.05
2507,2891,31,2,0.05
2508,1939,48,4,0.1
2509,2904,40,4,0.05
2510,360,19,4,0
2511,4630,25,3,0.1
2512,5831,9,3,0.05
2513,3655,50,1,0.15
2514,675,24,3,0.05
2515,1281,45,4,0.15
2516,5995,29,3,0
2517,4589,24,1,0.15
2518,2672,47,2,0.15
2519,4399,34,2,0
2520,5743,40,3,0.1
2521,5680,32,2,0.15
2522,4512,48,4,0.1
2523,4125,1,1,0.05
2524,2197,43,1,0.05
2525,4228,3,4,0
2526,1814,27,3,0.1
2527,5377,46,1,0
2528,4896,9,2,0.1
2529,1462,46,1,0.05
2530,3044,45,3,0.05
2531,2187,35,2,0.15
2532,767,12,1,0
2533,2065,26,2,0
2534,4134,17,2,0.05
2535,5322,17,4,0.05
2536,869,18,3,0.15
2537,4878,30,2,0.05
2538,3829,23,1,0.15
2539,2277,39,4,0.15
2540,1158,3,4,0.1
2541,5358,25,3,0.1
2542,3400,28,2,0.1
2543,5137,40,4,0.15
2544,3601,11,3,0.1
2545,129,8,3,0.15
2546,4736,50,4,0
2547,3878,46,3,0.05
2548,125,29,1,0.1
2549,291,30,4,0.05
2550,5690,21,4,0.05
2551,5828,13,1,0.05
2552,2746,4,4,0
2553,97,4,1,0
2554,3669,22,1,0.05
2555,4686,11,3,0
2556,4319,10,4,0.15
2557,297,38,3,0.15
2558,3689,22,2,0
2559,364,18,3,0.1
2560,2108,21,2,0.15
2561,66,10,3,0.15
2562,230,40,1,0.15
2563,3767,38,2,0
2564,2531,3,2,0.15
2565,1836,1,2,0.15
2566,3105,13,4,0.15
2567,3732,33,2,0.1
2568,2900,35,4,0.1
2569,1313,15,1,0.15
2570,726,12,2,0.05
2571,1881,10,1,0.05
2572,3665,27,3,0.15
2573,5886,28,4,0.05
2574,3505,16,2,0.15
2575,5504,10,1,0.15
2576,2676,49,4,0.15
2577,5977,47,3,0.15
2578,3971,1,4,0.1
2579,1998,28,3,0.05
2580,3517,45,2,0.1
2581,456,49,3,0.1
2582,1788,23,4,0
2583,5951,30,1,0
2584,3282,18,4,0.15
2585,1239,15,1,0.1
2586,2287,23,2,0.05
2587,1236,36,1,0.15
2588,154,43,3,0.1
2589,537,36,1,0.1
2590,18,7,1,0.15
2591,1949,7,2,0.05
2592,1627,24,1,0.1
2593,4236,33,4,0.1
2594,5736,46,1,0.15
2595,4109,31,1,0.15
2596,5050,24,4,0.1
2597,3302,11,2,0.05
2598,4665,22,4,0.05
2599,4820,46,4,0.15
2600,676,19,1,0.05
2601,1730,20,1,0
2602,5846,33,1,0.15
2603,4091,26,3,0.1
2604,3375,50,2,0.15
2605,1192,32,1,0.15
2606,4636,31,4,0.15
2607,4305,30,4,0
2608,2432,49,4,0.05
2609,921,6,1,0.05
2610,258,48,2,0.1
2611,2965,14,4,0.1
2612,823,12,3,0.05
2613,3609,32,3,0.05
2614,2250,19,3,0.1
2615,1973,31,2,0.15
2616,3520,19,1,0.1
2617,2913,16,3,0.1
2618,1292,50,2,0
2619,5076,24,3,0.15
2620,2472,15,2,0.15
2621,1087,13,1,0.1
2622,4,5,1,0.15
2623,2414,5,2,0.1
2624,1259,31,4,0.05
2625,4882,42,3,0.1
2626,1452,40,1,0.15
2627,3036,14,2,0
2628,2447,27,1,0
2629,2928,45,2,0.05
2630,1393,44,1,0.1
2631,759,41,1,0.15
2632,3570,39,1,0.15
2633,1629,44,3,0.15
2634,4034,13,4,0.1
2635,5117,50,1,0
2636,1850,49,2,0.1
2637,1412,36,4,0
2638,2735,13,2,0
2639,5318,14,1,0.05
2640,2869,33,3,0.15
2641,2233,2,2,0.1
2642,801,42,2,0
2643,4036,19,2,0
2644,288,38,1,0.05
2645,1476,1,1,0.1
2646,5528,14,4,0.15
2647,5100,10,3,0.05
2648,4257,17,4,0
2649,1289,48,4,0
2650,2563,44,1,0.15
2651,2829,20,2,0.1
2652,5322,32,1,0
2653,2201,10,4,0
2654,4853,28,2,0.15
2655,2735,3,2,0.05
2656,61,23,4,0.15
2657,4214,2,3,0
2658,3892,42,3,0.15
2659,5882,9,1,0
2660,1329,17,3,0.1
2661,618,40,2,0.15
2662,5459,33,1,0.1
2663,1260,1,3,0.15
2664,755,3,2,0
2665,2856,2,1,0
2666,663,23,4,0.1
2667,1156,14,4,0.1
2668,5991,42,4,0.15
2669,3145,28,3,0
2670,1597,31,3,0.05
2671,4517,42,4,0.1
2672,4608,30,4,0.05
2673,3989,38,1,0.05
2674,4843,47,3,0.15
2675,1323,28,3,0.1
2676,5434,32,4,0.1
2677,87,41,2,0.05
2678,3343,11,3,0.1
2679,1619,36,2,0.1
2680,2117,21,4,0.05
2681,2203,6,1,0.15
2682,2373,13,3,0.15
2683,2425,28,2,0
2684,3363,41,2,0.1
2685,4144,3,4,0.1
2686,4165,13,4,0.1
2687,4440,46,3,0.05
2688,1425,21,4,0.15
2689,2981,46,3,0
2690,1263,14,2,0.05
2691,498,34,4,0.15
2692,5690,28,2,0
2693,5296,33,3,0.1
2694,3114,17,1,0
2695,468,31,3,0.1
2696,5302,38,3,0.05
2697,951,43,3,0.05
2698,2359,19,3,0.1
2699,2580,21,1,0.05
2700,3674,21,4,0.1
2701,1170,23,4,0.15
2702,4426,38,1,0.05
2703,2236,14,3,0.15
2704,26,12,1,0
2705,202,15,1,0
2706,1999,37,3,0.1
2707,1029,44,4,0.05
2708,1657,31,1,0.1
2709,3420,10,2,0
2710,807,47,2,0.15
2711,4484,2,4,0
2712,1239,13,3,0.15
2713,2367,39,1,0
2714,4209,39,1,0.05
2715,3034,33,3,0.05
2716,4514,18,1,0.1
2717,3226,5,1,0.05
2718,1281,17,1,0
2719,3489,42,3,0.15
2720,2940,13,4,0.1
2721,85,39,4,0.1
2722,3709,33,4,0.05
2723,5446,24,4,0.1
2724,3466,3,2,0.15
2725,89,11,2,0.15
2726,94,14,2,0.05
2727,877,8,4,0.05
2728,4850,9,1,0.15
2729,2355,47,4,0.15
2730,2815,23,1,0.15
2731,3192,1,2,0
2732,1968,1,3,0.05
2733,858,9,3,0.05
2734,5591,28,3,0
2735,3905,42,2,0.1
2736,4659,40,1,0.05
2737,1582,22,2,0.05
2738,4248,13,3,0.15
2739,2281,20,2,0
2740,2829,24,2,0.05
2741,895,41,1,0.15
2742,3832,19,1,0.15
2743,3774,45,1,0.1
2744,5043,2,3,0.05
2745,3360,6,1,0.1
2746,3887,35,3,0.15
2747,1253,11,2,0.05
2748,364,24,3,0.15
2749,389,41,2,0.1
2750,2284,11,3,0.05
2751,3731,45,1,0.1
2752,3413,37,3,0.15
2753,1125,31,1,0
2754,2445,50,2,0.1
2755,4697,18,1,0.05
2756,1937,8,4,0.05
2757,1515,9,1,0.05
2758,908,26,1,0.15
2759,1011,11,2,0.15
2760,4067,19,4,0.1
2761,5408,14,4,0.15
2762,2363,7,1,0
2763,4252,31,1,0.15
2764,5575,12,3,0.15
2765,5338,47,3,0.1
2766,4709,19,4,0.1
2767,2513,42,2,0
2768,5833,8,4,0.05
2769,4396,32,1,0.15
2770,5915,7,2,0.15
2771,1708,12,3,0
2772,2510,18,3,0.1
2773,275,31,3,0
2774,259,7,3,0.15
2775,1886,22,3,0.15
2776,5058,35,3,0.15
2777,5094,42,2,0
2778,4791,22,2,0.15
2779,4951,25,2,0.15
2780,3032,14,3,0.1
2781,1245,6,1,0.1
2782,2881,34,1,0
2783,5812,26,1,0.15
2784,3784,19,2,0
2785,2296,4,2,0.05
2786,1416,10,1,0
2787,3525,33,2,0.1
2788,444,41,1,0
2789,648,15,4,0.05
2790,2429,16,3,0
2791,76,48,1,0.1
2792,2534,34,1,0
2793,4688,47,3,0.05
2794,5656,15,2,0.1
2795,3254,8,4,0.15
2796,3269,3,2,0.05
2797,5547,40,1,0.15
2798,1094,38,2,0
2799,5392,12,1,0.15
2800,894,46,4,0.15
2801,2525,10,2,0.1
2802,1898,34,1,0
2803,5369,28,3,0.15
2804,5337,32,3,0
2805,5874,33,1,0.15
2806,4830,10,1,0
2807,796,19,3,0.15
2808,2369,19,1,0.15
2809,1727,4,3,0.1
2810,1517,44,2,0.05
2811,2645,47,3,0.15
2812,1530,47,3,0.15
2813,3206,27,2,0.05
2814,2592,9,2,0.1
2815,635,4,4,0
2816,3514,45,4,0.1
2817,3631,48,4,0.05
2818,1445,33,2,0.15
2819,3980,19,3,0
2820,1315,49,4,0.15
2821,2636,5,2,0.1
2822,1796,29,3,0.15
2823,1285,37,3,0.15
2824,2504,44,3,0.1
2825,2118,3,3,0.1
2826,4978,4,2,0.15
2827,5107,32,2,0.05
2828,3899,47,2,0
2829,4253,31,1,0.15
2830,2106,30,4,0.15
2831,1654,45,3,0
2832,2432,38,1,0.05
2833,51,49,2,0.05
2834,3648,27,1,0.1
2835,4334,6,4,0
2836,5360,19,4,0.15
2837,5108,14,2,0
2838,633,19,2,0.1
2839,2345,13,1,0
2840,3988,6,1,0.05
2841,668,20,1,0.05
2842,2223,49,3,0.05
2843,3557,49,3,0.1
2844,3340,32,4,0.15
2845,1292,29,3,0.05
2846,3662,42,2,0.1
2847,4501,50,4,0.1
2848,1961,42,1,0.1
2849,4276,32,3,0.05
2850,3655,6,3,0.1
2851,247,34,3,0.15
2852,771,50,2,0.15
2853,1026,27,2,0
2854,2268,4,2,0.1
2855,5278,28,3,0.1
2856,5389,41,4,0
2857,4839,35,1,0
2858,5685,1,2,0.15
2859,576,47,3,0
2860,831,26,2,0.1
2861,1789,34,2,0.1
2862,1685,17,3,0
2863,5240,47,2,0.1
2864,1936,20,1,0.05
2865,2364,43,1,0.15
2866,4058,45,3,0.1
2867,3210,18,1,0.15
2868,1781,48,2,0.05
2869,1578,42,4,0
2870,2128,27,2,0.1
2871,2220,13,3,0.05
2872,2174,33,1,0.1
2873,4279,26,4,0.15
2874,158,49,1,0.05
2875,5126,50,3,0.15
2876,1879,36,3,0.15
2877,1230,48,4,0
2878,1393,27,3,0
2879,3302,19,4,0.05
2880,5170,8,1,0.1
2881,3283,23,4,0.1
2882,2126,34,3,0.15
2883,4794,26,1,0.15
2884,5397,4,3,0
2885,1445,19,4,0
2886,2183,1,4,0
2887,711,28,1,0
2888,2183,43,3,0
2889,996,4,3,0
2890,5794,46,1,0
2891,5988,41,3,0.15
2892,5366,10,4,0.05
2893,640,10,3,0.05
2894,5553,34,2,0.1
2895,2167,49,3,0.05
2896,1851,17,2,0
2897,47,6,2,0.05
2898,3220,47,4,0.15
2899,5328,27,3,0.1
2900,1758,33,2,0.1
2901,1419,13,4,0.15
2902,982,30,4,0.05
2903,5223,50,1,0.15
2904,4577,44,4,0
2905,3941,6,3,0
2906,3702,16,2,0
2907,2299,46,3,0.15
2908,2046,49,2,0
2909,1934,22,4,0
2910,1638,37,4,0
2911,2474,4,1,0.15
2912,2147,25,3,0
2913,2184,40,2,0.15
2914,3046,11,1,0
2915,5056,15,4,0.15
2916,3683,11,4,0.05
2917,3149,16,4,0.15
2918,2161,15,2,0
2919,5952,10,4,0.15
2920,1804,28,2,0
2921,5149,40,2,0.05
2922,3227,6,2,0.05
2923,4148,5,4,0
2924,3266,31,2,0.1
2925,4148,24,3,0
2926,3962,34,3,0.15
2927,611,48,2,0.05
2928,5972,10,2,0.15
2929,3998,15,1,0.05
2930,5806,48,2,0
2931,780,17,4,0
2932,2943,23,4,0.05
2933,4243,13,4,0.1
2934,1074,12,2,0.05
2935,930,18,3,0.05
2936,566,29,3,0.05
2937,4147,48,4,0.05
2938,3217,42,3,0
2939,5915,2,4,0.05
2940,5458,30,1,0.15
2941,1225,7,4,0
2942,4600,41,4,0.15
2943,5118,16,1,0.15
2944,2652,46,4,0.05
2945,2275,23,3,0.15
2946,682,30,1,0.1
2947,3239,45,4,0.1
2948,1195,4,3,0.15
2949,1515,42,2,0.05
2950,5105,6,2,0.05
2951,1666,28,4,0.1
2952,2554,26,4,0.1
2953,2375,19,4,0.15
2954,3178,37,1,0.05
2955,4694,3,3,0.05
2956,604,21,4,0.05
2957,1733,15,3,0.1
2958,244,10,2,0
2959,2085,47,1,0
2960,4963,5,3,0.05
2961,769,37,4,0.15
2962,4257,24,4,0.15
2963,5985,15,4,0.1
2964,4888,7,1,0
2965,1894,32,4,0
2966,1361,50,3,0
2967,2432,4,1,0.1
2968,2162,14,2,0.1
2969,548,29,3,0.05
2970,4992,48,2,0.05
2971,5916,12,4,0.05
2972,2917,47,4,0
2973,5024,12,4,0.05
2974,5315,18,1,0
2975,1727,39,2,0
2976,4602,11,4,0.05
2977,5078,15,1,0.15
2978,1038,17,2,0.1
2979,1655,14,2,0.15
2980,3064,21,4,0.15
2981,2329,42,4,0.05
2982,1835,28,4,0.15
2983,4075,40,3,0.05
2984,2975,24,2,0.1
2985,2759,13,4,0.05
2986,4592,49,1,0
2987,4795,20,4,0
2988,1002,49,1,0.05
2989,235,21,1,0.05
2990,4866,42,3,0.05
2991,535,40,4,0.1
2992,1588,28,3,0.05
2993,2237,1,1,0.15
2994,1913,33,3,0.05
2995,5282,5,1,0
2996,1457,12,1,0.1
2997,4824,14,1,0.05
2998,5782,42,3,0
2999,4664,34,1,0.15
3000,2330,25,3,0
3001,1817,15,4,0.05
3002,1564,16,4,0.1
3003,3379,46,1,0.1
3004,5931,47,2,0.05
3005,4210,21,4,0.15
3006,3434,10,4,0.05
3007,4627,14,4,0.1
3008,3336,50,4,0.1
3009,5257,9,3,0
3010,690,29,4,0.15
3011,2160,23,4,0.15
3012,4054,38,4,0.15
3013,1368,18,3,0.15
3014,2141,16,2,0.05
3015,5996,31,1,0.1
3016,5760,49,4,0
3017,4486,45,1,0.15
3018,3392,2,4,0.1
3019,3942,43,3,0.1
3020,4651,25,2,0.1
3021,3931,13,2,0.15
3022,3807,3,3,0
3023,368,13,4,0.05
3024,3622,20,3,0.15
3025,4090,4,2,0.1
3026,2944,47,1,0.05
3027,1985,38,3,0.05
3028,4758,18,4,0.1
3029,29,7,3,0
3030,4690,35,4,0.15
3031,3950,46,1,0
3032,4863,9,1,0.15
3033,2735,45,4,0.05
3034,4868,23,4,0.15
3035,4971,4,1,0
3036,434,36,1,0.1
3037,4927,24,2,0
3038,1611,9,4,0.05
3039,2954,33,3,0
3040,5278,26,1,0.15
3041,2575,31,2,0.05
3042,4919,19,3,0.15
3043,3960,22,3,0.05
3044,2739,16,3,0.15
3045,2095,12,4,0.05
3046,639,46,4,0.05
3047,2057,4,4,0
3048,5247,43,2,0.1
3049,5351,43,4,0.15
3050,5288,2,4,0
3051,1368,24,2,0.05
3052,5898,18,3,0.15
3053,5641,34,4,0.1
3054,3413,29,1,0.15
3055,183,35,3,0
3056,2386,31,1,0.1
3057,265,16,4,0.05
3058,5212,43,2,0.05
3059,2071,28,2,0.05
3060,2698,30,1,0.15
3061,5665,36,2,0.05
3062,541,7,4,0.05
3063,5004,14,1,0.1
3064,4564,31,1,0.1
3065,1727,39,1,0.1
3066,5725,28,3,0.1
3067,1278,47,1,0.05
3068,2503,4,2,0.1
3069,2742,13,4,0
3070,2727,10,2,0.1
3071,5417,47,3,0
3072,1870,13,3,0.15
3073,220,27,2,0.05
3074,1764,32,2,0.05
3075,4105,30,4,0.1
3076,2175,50,4,0.1
3077,3471,6,3,0.15
3078,5098,47,1,0.1
3079,4832,30,3,0.1
3080,2017,39,1,0
3081,2153,48,1,0.15
3082,4173,36,3,0.15
3083,5864,18,3,0.15
3084,2072,48,3,0
3085,5518,16,3,0.15
3086,3324,45,1,0.1
3087,512,49,4,0.15
3088,4449,48,2,0.05
3089,4820,45,4,0.1
3090,2335,16,1,0.15
3091,4904,35,3,0.1
3092,892,17,3,0
3093,1780,11,1,0.1
3094,3636,15,3,0
3095,977,13,4,0
3096,2388,14,4,0
3097,412,11,3,0.1
3098,4661,19,3,0
3099,4573,44,1,0.05
3100,3807,43,1,0.1
3101,320,47,4,0
3102,2491,27,2,0
3103,1772,21,4,0.1
3104,3342,4,2,0.05
3105,5123,14,4,0
3106,3761,4,1,0
3107,687,22,1,0
3108,1034,10,1,0.05
3109,280,47,4,0.05
3110,5614,50,1,0
3111,3771,13,3,0.15
3112,5651,12,2,0.05
3113,21,1,4,0.05
3114,234,21,2,0.15
3115,3225,1,1,0.05
3116,1002,10,1,0
3117,5650,36,3,0.1
3118,97,1,1,0.1
3119,4581,9,2,0.15
3120,1989,19,2,0
3121,3463,42,3,0.15
3122,1215,9,4,0.1
3123,2064,48,4,0.1
3124,1510,46,3,0
3125,4054,38,4,0
3126,1581,32,2,0.1
3127,5440,6,1,0.1
3128,2926,46,2,0
3129,5037,34,3,0
3130,2651,23,2,0.05
3131,4237,24,2,0.1
3132,1339,40,4,0.1
3133,4927,12,4,0.05
3134,5553,49,3,0.05
3135,3127,5,3,0.15
3136,5405,9,1,0
3137,1333,31,2,0.15
3138,2503,38,3,0.15
3139,304,45,2,0
3140,1319,4,3,0.15
3141,380,23,2,0.1
3142,2509,18,1,0
3143,4613,45,2,0
3144,5895,38,4,0.15
3145,1579,34,4,0.05
3146,4834,17,3,0
3147,1719,49,2,0.05
3148,4477,45,4,0.05
3149,5881,3,4,0
3150,3230,11,1,0.1
3151,4200,9,3,0
3152,904,10,3,0
3153,2215,37,3,0.05
3154,5457,21,3,0
3155,3400,41,1,0
3156,1168,1,1,0.05
3157,4371,15,4,0.05
3158,834,18,1,0
3159,1627,22,2,0.15
3160,4147,22,2,0.15
3161,4612,43,3,0.05
3162,2862,26,3,0
3163,5458,1,4,0.15
3164,1879,18,4,0.1
3165,5050,42,3,0.1
3166,4578,39,1,0.1
3167,408,44,4,0.1
3168,952,45,3,0
3169,5162,50,3,0.15
3170,4005,48,4,0.15
3171,2559,37,1,0.1
3172,189,44,3,0.15
3173,3866,26,1,0
3174,1603,12,4,0.15
3175,1046,41,2,0.1
3176,1646,6,1,0.1
3177,4560,39,4,0.05
3178,1268,46,4,0
3179,5381,31,4,0.05
3180,1416,3,1,0.1
3181,2039,14,3,0.05
3182,1404,13,3,0
3183,2740,2,4,0.15
3184,5530,41,4,0
3185,4541,29,3,0.15
3186,3290,39,4,0.05
3187,973,11,3,0.1
3188,1004,9,3,0.05
3189,1673,50,3,0.15
3190,4050,16,1,0.1
3191,15,30,3,0.1
3192,5809,27,3,0.05
3193,1836,26,4,0.1
3194,2224,46,2,0
3195,4376,14,1,0.05
3196,198,24,3,0.1
3197,3957,5,4,0.05
3198,5073,10,4,0.1
3199,301,12,3,0
3200,3956,22,4,0
3201,2517,4,2,0.1
3202,2151,19,4,0.05
3203,5990,21,1,0.05
3204,2731,43,2,0.05
3205,4038,11,1,0.15
3206,5785,13,2,0.1
3207,5686,17,2,0
3208,4901,5,2,0
3209,3791,21,4,0.05
3210,1691,5,3,0.1
3211,5127,13,2,0.1
3212,5490,31,3,0
3213,602,36,1,0.05
3214,2606,25,2,0.1
3215,5223,21,1,0.1
3216,4025,25,3,0.1
3217,186,30,2,0
3218,761,17,4,0.1
3219,2203,25,4,0.05
3220,2799,3,2,0.1
3221,3215,10,2,0
3222,3333,49,4,0.15
3223,4031,14,3,0
3224,4012,48,4,0
3225,4937,1,4,0
3226,3973,20,2,0.1
3227,4481,42,2,0.15
3228,3294,50,1,0.1
3229,5361,48,2,0.15
3230,1628,4,3,0
3231,2630,11,2,0.15
3232,488,5,3,0
3233,1318,47,2,0.15
3234,4341,14,1,0
3235,3582,18,3,0.1
3236,2473,45,1,0.1
3237,744,4,1,0.05
3238,1437,10,1,0.15
3239,5383,27,3,0.1
3240,1635,36,2,0
3241,5824,23,4,0
3242,4118,4,2,0.1
3243,2145,16,3,0.15
3244,5585,48,2,0
3245,1092,17,2,0.1
3246,1225,32,3,0.15
3247,2641,4,1,0.1
3248,4992,29,4,0.15
3249,3542,11,4,0.15
3250,1744,5,4,0.15
3251,1493,26,3,0.05
3252,520,33,3,0.05
3253,851,17,4,0.05
3254,167,17,2,0.15
3255,4436,25,1,0.15
3256,3002,49,3,0
3257,1461,24,1,0.1
3258,1399,27,4,0
3259,5064,49,1,0
3260,3577,12,1,0.1
3261,5269,41,1,0.05
3262,1504,29,2,0.15
3263,368,24,3,0.05
3264,1182,8,4,0
3265,508,16,4,0.15
3266,338,26,2,0
3267,5292,8,2,0
3268,1438,34,1,0.15
3269,887,45,4,0.1
3270,505,39,3,0.1
3271,5753,13,4,0
3272,1723,4,2,0.1
3273,27,32,3,0.1
3274,3905,24,2,0.05
3275,2150,26,2,0.1
3276,1235,43,3,0.05
3277,2003,42,4,0.05
3278,5012,46,1,0.05
3279,4821,11,1,0.05
3280,5437,14,1,0.1
3281,5677,3,4,0.05
3282,2331,50,3,0
3283,287,33,2,0.1
3284,1819,49,1,0.1
3285,1174,36,4,0
3286,4643,16,3,0.15
3287,1904,19,2,0.15
3288,242,4,4,0.15
3289,551,3,1,0.05
3290,221,18,4,0.05
3291,2453,48,3,0.05
3292,1677,18,4,0.1
3293,675,50,4,0
3294,411,15,4,0
3295,4961,18,3,0.05
3296,879,17,2,0.05
3297,224,28,4,0.15
3298,5832,7,3,0.15
3299,3041,27,2,0.05
3300,697,22,2,0.05
3301,1399,27,4,0
3302,5263,45,4,0.05
3303,4781,20,4,0.15
3304,4784,12,4,0.15
3305,4461,22,2,0.05
3306,4101,29,3,0.15
3307,2926,7,4,0.15
3308,3758,7,2,0.05
3309,4539,32,4,0
3310,5755,18,2,0.05
3311,1065,48,2,0
3312,608,15,3,0.15
3313,1212,41,2,0.15
3314,646,40,4,0.05
3315,294,40,2,0.05
3316,2111,1,4,0.15
3317,5641,40,4,0
3318,4517,6,1,0.15
3319,5847,19,1,0.15
3320,440,35,3,0.05
3321,469,47,4,0
3322,699,15,3,0.15
3323,2322,37,1,0.15
3324,1380,30,3,0.1
3325,2393,28,3,0.15
3326,1923,32,2,0.1
3327,2600,30,2,0.05
3328,2180,6,2,0.1
3329,611,6,1,0.15
3330,3884,10,3,0.05
3331,2089,18,3,0
3332,4322,10,4,0.1
3333,3277,4,3,0
3334,119,11,3,0.1
3335,4128,13,2,0.1
3336,3724,23,2,0
3337,2392,14,3,0.15
3338,3295,44,4,0
3339,3335,9,4,0.15
3340,2719,7,1,0
3341,4105,34,2,0.1
3342,2739,41,4,0
3343,4496,50,2,0.05
3344,1991,14,4,0.15
3345,647,20,2,0.05
3346,5600,31,1,0.1
3347,2603,5,3,0.15
3348,3848,17,3,0.1
3349,5869,3,2,0
3350,831,47,4,0.1
3351,3142,27,4,0.1
3352,4269,23,4,0.1
3353,4273,20,1,0.1
3354,3214,32,1,0.15
3355,4957,24,4,0.05
3356,2923,38,1,0.05
3357,4953,8,1,0.1
3358,2506,2,1,0.1
3359,3696,38,1,0.1
3360,2315,29,2,0.05
3361,4653,35,4,0
3362,5340,4,2,0
3363,4310,36,3,0
3364,4137,42,3,0
3365,1278,9,1,0.1
3366,2664,3,4,0.15
3367,2256,2,4,0.05
3368,2036,1,3,0.15
3369,5485,32,1,0.1
3370,5377,5,3,0.15
3371,681,42,4,0.1
3372,5177,48,3,0.15
3373,2019,11,4,0.1
3374,5378,34,4,0.05
3375,7,27,2,0.15
3376,1903,14,2,0.1
3377,1521,27,4,0.15
3378,1349,32,1,0.1
3379,2655,24,2,0.1
3380,4657,9,1,0
3381,5243,33,1,0.15
3382,1887,37,4,0.05
3383,5708,47,1,0.1
3384,3975,41,1,0
3385,1166,12,2,0
3386,4230,27,4,0.05
3387,3981,21,3,0
3388,1686,11,2,0.1
3389,5018,8,2,0
3390,3437,42,3,0
3391,2993,6,3,0.1
3392,5339,49,4,0.05
3393,946,23,4,0.1
3394,5820,13,3,0.15
3395,3353,7,4,0.05
3396,3052,33,1,0.05
3397,168,42,2,0.05
3398,4169,2,2,0.15
3399,2358,16,4,0.15
3400,794,24,2,0.15
3401,142,31,3,0.15
3402,4164,29,4,0
3403,2222,29,3,0.1
3404,1653,13,4,0.1
3405,4822,36,4,0.15
3406,2589,33,4,0.15
3407,3717,18,4,0
3408,3604,16,2,0.15
3409,4202,23,1,0.1
3410,5527,16,4,0.05
3411,377,27,2,0.15
3412,3116,13,1,0.15
3413,4625,24,1,0.15
3414,4652,23,3,0.05
3415,4769,36,3,0.1
3416,2334,10,4,0.15
3417,205,48,2,0.05
3418,5751,41,2,0
3419,2315,9,2,0.15
3420,4667,34,2,0.15
3421,4824,2,2,0.05
3422,279,35,1,0.05
3423,5918,16,3,0.05
3424,5023,38,1,0
3425,5546,30,2,0.05
3426,4649,12,3,0.15
3427,5852,7,1,0.15
3428,3317,22,2,0.1
3429,1485,13,4,0
3430,1972,28,3,0.1
3431,3718,18,2,0.05
3432,1424,45,3,0.15
3433,3682,13,2,0.1
3434,1278,10,3,0
3435,4941,29,4,0.1
3436,208,2,3,0.1
3437,3217,44,4,0.1
3438,5267,9,4,0.15
3439,650,28,1,0.15
3440,5977,22,1,0.1
3441,3506,13,2,0
3442,1138,35,1,0.15
3443,1981,7,1,0.1
3444,3509,31,3,0.1
3445,4049,7,4,0.15
3446,1238,37,4,0.05
3447,5364,22,1,0.1
3448,4285,34,1,0.1
3449,5206,48,2,0
3450,5219,16,3,0.1
3451,65,21,2,0.05
3452,4304,42,2,0.05
3453,5618,2,1,0
3454,627,3,1,0.1
3455,1687,45,4,0.05
3456,888,24,1,0
3457,4730,28,1,0.15
3458,4619,36,2,0.05
3459,5654,50,1,0
3460,5395,48,1,0.15
3461,2657,11,4,0
3462,2643,31,1,0.05
3463,4790,3,4,0
3464,4469,29,2,0
3465,2515,15,2,0
3466,4129,25,3,0.05
3467,600,2,1,0.15
3468,5541,30,4,0.15
3469,938,40,1,0
3470,2033,3,2,0.15
3471,1293,41,3,0.05
3472,3403,49,2,0.15
3473,2203,34,3,0
3474,1006,15,2,0.1
3475,2578,34,1,0.1
3476,440,24,2,0
3477,2936,48,2,0.05
3478,165,8,2,0.1
3479,894,20,2,0
3480,1412,22,4,0
3481,2556,40,2,0.1
3482,3680,27,1,0
3483,3052,38,4,0.15
3484,699,9,1,0.1
3485,5605,24,1,0.15
3486,3941,42,4,0
3487,2332,31,4,0.1
3488,3168,20,3,0
3489,5772,6,3,0
3490,865,29,4,0
3491,3320,40,4,0.05
3492,2279,45,4,0.1
3493,4528,23,4,0.1
3494,745,32,1,0
3495,1541,43,4,0.1
3496,801,49,4,0
3497,2533,41,1,0.15
3498,3687,48,2,0
3499,4734,1,1,0
3500,2410,47,4,0
3501,1068,8,3,0.15
3502,1513,34,3,0
3503,5830,50,4,0.1
3504,4097,11,3,0
3505,1927,31,1,0.15
3506,4525,31,2,0.15
3507,4934,19,1,0.1
3508,2685,42,4,0.1
3509,5048,30,1,0.1
3510,3862,19,2,0.05
3511,174,29,4,0.15
3512,4959,1,1,0.15
3513,3719,16,4,0
3514,3481,37,1,0.05
3515,1780,15,3,0.15
3516,1420,23,2,0
3517,5647,9,3,0.1
3518,1643,4,1,0.15
3519,557,45,1,0.05
3520,1473,4,3,0.05
