order_id,customer_id,order_date,region
1340,311,2024-02-29 00:00:00,Europe
1341,518,2024-03-29 00:00:00,Oceania
1342,334,2022-08-18 00:00:00,North America
1343,357,2022-06-11 00:00:00,Oceania
1344,63,2023-01-20 00:00:00,Asia
1345,920,2023-02-10 00:00:00,Europe
1346,9,2022-02-06 00:00:00,Europe
1347,912,2023-11-24 00:00:00,Oceania
1348,422,2024-03-12 00:00:00,North America
1349,269,2022-06-11 00:00:00,North America
1350,403,2023-11-03 00:00:00,Oceania
1351,256,2023-10-25 00:00:00,Oceania
1352,613,2023-01-13 00:00:00,North America
1353,814,2022-04-12 00:00:00,North America
1354,753,2024-02-21 00:00:00,Europe
1355,542,2023-11-28 00:00:00,Asia
1356,73,2024-04-08 00:00:00,Asia
1357,363,2022-01-23 00:00:00,North America
1358,957,2022-11-21 00:00:00,North America
1359,944,2024-02-15 00:00:00,Asia
1360,992,2022-07-26 00:00:00,Oceania
1361,877,2023-06-27 00:00:00,Europe
1362,938,2022-04-12 00:00:00,Oceania
1363,935,2022-08-14 00:00:00,Asia
1364,2,2023-06-16 00:00:00,Oceania
1365,285,2022-01-01 00:00:00,Europe
1366,868,2022-06-19 00:00:00,Europe
1367,644,2022-06-29 00:00:00,Europe
1368,49,2022-03-31 00:00:00,Oceania
1369,253,2022-10-19 00:00:00,Oceania
1370,728,2022-05-08 00:00:00,North America
1371,318,2023-08-31 00:00:00,Europe
1372,660,2022-01-17 00:00:00,Europe
1373,773,2022-11-16 00:00:00,Europe
1374,287,2024-01-30 00:00:00,Asia
1375,229,2023-07-30 00:00:00,Oceania
1376,87,2022-08-26 00:00:00,North America
1377,724,2023-05-02 00:00:00,North America
1378,317,2024-03-27 00:00:00,North America
1379,843,2024-03-19 00:00:00,Europe
1380,206,2023-03-26 00:00:00,Oceania
1381,925,2023-08-04 00:00:00,North America
1382,48,2024-01-25 00:00:00,Asia
1383,51,2022-01-04 00:00:00,Asia
1384,923,2023-05-14 00:00:00,Oceania
1385,169,2022-09-18 00:00:00,Europe
1386,45,2023-11-11 00:00:00,Oceania
1387,53,2023-03-15 00:00:00,Asia
1388,723,2022-10-29 00:00:00,Oceania
1389,934,2022-11-01 00:00:00,Oceania
1390,354,2022-11-08 00:00:00,Oceania
1391,548,2022-11-08 00:00:00,North America
1392,280,2022-03-21 00:00:00,Asia
1393,682,2023-06-01 00:00:00,Oceania
1394,543,2024-02-10 00:00:00,Oceania
1395,669,2023-05-31 00:00:00,Europe
1396,42,2023-06-18 00:00:00,Europe
1397,392,2022-10-01 00:00:00,North America
1398,374,2022-09-07 00:00:00,Oceania
1399,768,2023-11-11 00:00:00,Asia
1400,761,2024-01-27 00:00:00,North America
1401,340,2022-12-27 00:00:00,Asia
1402,929,2022-09-23 00:00:00,North America
1403,267,2023-03-29 00:00:00,Asia
1404,362,2022-05-06 00:00:00,North America
1405,677,2022-01-12 00:00:00,Asia
1406,877,2023-03-08 00:00:00,Oceania
1407,952,2022-09-11 00:00:00,Europe
1408,844,2022-10-28 00:00:00,Oceania
1409,129,2022-12-03 00:00:00,Oceania
1410,330,2023-07-03 00:00:00,Europe
1411,228,2023-09-21 00:00:00,North America
1412,345,2024-04-02 00:00:00,Oceania
1413,466,2023-06-16 00:00:00,North America
1414,406,2022-06-13 00:00:00,Asia
1415,776,2023-07-05 00:00:00,Oceania
1416,649,2023-07-17 00:00:00,North America
1417,690,2024-04-13 00:00:00,North America
1418,824,2023-11-15 00:00:00,Oceania
1419,516,2023-04-24 00:00:00,Oceania
1420,162,2023-11-27 00:00:00,Asia
1421,598,2022-07-05 00:00:00,Oceania
1422,690,2023-07-21 00:00:00,Oceania
1423,275,2022-04-11 00:00:00,Europe
1424,933,2023-06-01 00:00:00,North America
1425,902,2022-10-24 00:00:00,Europe
1426,812,2022-02-05 00:00:00,Asia
1427,857,2023-02-17 00:00:00,North America
1428,180,2024-06-03 00:00:00,North America
1429,536,2024-04-28 00:00:00,Asia
1430,283,2023-11-25 00:00:00,Asia
1431,592,2023-11-15 00:00:00,Asia
1432,85,2022-08-06 00:00:00,Europe
1433,280,2023-12-13 00:00:00,North America
1434,61,2022-12-28 00:00:00,Asia
1435,36,2022-11-23 00:00:00,Europe
1436,286,2022-12-09 00:00:00,Oceania
1437,99,2023-07-02 00:00:00,Europe
1438,427,2024-03-09 00:00:00,Asia
1439,150,2022-05-19 00:00:00,Oceania
1440,66,2023-03-20 00:00:00,Asia
1441,237,2022-09-30 00:00:00,Europe
1442,893,2022-12-05 00:00:00,North America
1443,563,2023-10-17 00:00:00,Europe
1444,385,2022-07-31 00:00:00,Europe
1445,168,2023-09-26 00:00:00,Asia
1446,514,2024-04-26 00:00:00,North America
1447,323,2024-05-22 00:00:00,Asia
1448,749,2022-08-19 00:00:00,Asia
1449,608,2024-04-14 00:00:00,North America
1450,739,2022-07-17 00:00:00,Asia
1451,411,2024-02-08 00:00:00,Europe
1452,489,2024-06-14 00:00:00,Europe
1453,640,2023-03-30 00:00:00,Asia
1454,790,2023-06-24 00:00:00,North America
1455,688,2023-08-11 00:00:00,Asia
1456,336,2023-11-11 00:00:00,North America
1457,650,2023-08-03 00:00:00,North America
1458,233,2024-05-09 00:00:00,Europe
1459,203,2023-08-20 00:00:00,Europe
1460,327,2022-07-06 00:00:00,North America
1461,585,2023-11-11 00:00:00,North America
1462,684,2022-09-25 00:00:00,Oceania
1463,214,2022-04-02 00:00:00,Europe
1464,582,2023-10-24 00:00:00,Oceania
1465,334,2023-01-07 00:00:00,Oceania
1466,88,2022-04-24 00:00:00,Oceania
1467,758,2023-02-15 00:00:00,Europe
1468,444,2022-12-03 00:00:00,Asia
1469,639,2023-03-06 00:00:00,North America
1470,653,2023-11-29 00:00:00,North America
1471,629,2023-12-16 00:00:00,Asia
1472,919,2023-10-20 00:00:00,Asia
1473,716,2022-12-01 00:00:00,Asia
1474,204,2022-07-05 00:00:00,Asia
1475,730,2023-02-08 00:00:00,North America
1476,396,2024-03-09 00:00:00,Europe
1477,978,2022-09-03 00:00:00,Europe
1478,554,2024-01-01 00:00:00,North America
1479,143,2023-02-06 00:00:00,Oceania
1480,118,2022-12-22 00:00:00,Oceania
1481,691,2023-03-18 00:00:00,North America
1482,275,2023-09-05 00:00:00,North America
1483,556,2023-04-30 00:00:00,North America
1484,875,2024-03-06 00:00:00,Asia
1485,260,2022-12-02 00:00:00,Asia
1486,342,2022-01-12 00:00:00,North America
1487,546,2022-09-06 00:00:00,Asia
1488,129,2024-02-24 00:00:00,Europe
1489,125,2024-01-21 00:00:00,Oceania
1490,151,2023-07-16 00:00:00,North America
1491,524,2023-12-07 00:00:00,North America
1492,974,2023-11-29 00:00:00,Asia
1493,27,2024-04-11 00:00:00,Europe
1494,509,2023-08-29 00:00:00,Europe
1495,330,2023-10-04 00:00:00,North America
1496,813,2024-01-14 00:00:00,Europe
1497,995,2024-05-18 00:00:00,Europe
1498,922,2022-03-14 00:00:00,Europe
1499,915,2022-03-01 00:00:00,Asia
1500,583,2023-01-23 00:00:00,Asia
1501,54,2022-10-12 00:00:00,Oceania
1502,562,2022-03-15 00:00:00,Oceania
1503,838,2023-08-11 00:00:00,Europe
1504,956,2022-10-27 00:00:00,Asia
1505,627,2022-07-20 00:00:00,Asia
1506,107,2024-02-02 00:00:00,North America
1507,600,2024-01-24 00:00:00,Oceania
1508,494,2022-03-01 00:00:00,North America
1509,186,2023-07-05 00:00:00,Asia
1510,419,2024-06-15 00:00:00,Asia
1511,932,2022-09-25 00:00:00,Europe
1512,462,2023-02-06 00:00:00,Europe
1513,650,2023-05-17 00:00:00,Oceania
1514,154,2022-03-31 00:00:00,North America
1515,981,2022-08-18 00:00:00,North America
1516,129,2023-06-11 00:00:00,Asia
1517,859,2023-06-28 00:00:00,Asia
1518,379,2023-02-04 00:00:00,North America
1519,139,2023-03-25 00:00:00,Europe
1520,693,2022-11-06 00:00:00,North America
1521,851,2023-01-15 00:00:00,North America
1522,515,2024-04-14 00:00:00,Oceania
1523,138,2023-09-05 00:00:00,Oceania
1524,5,2024-03-06 00:00:00,Oceania
1525,670,2023-08-11 00:00:00,North America
1526,452,2023-02-09 00:00:00,North America
1527,608,2023-12-13 00:00:00,Asia
1528,535,2024-03-02 00:00:00,Asia
1529,256,2022-08-24 00:00:00,Asia
1530,730,2023-04-22 00:00:00,North America
1531,844,2023-10-28 00:00:00,Europe
1532,650,2023-11-01 00:00:00,Oceania
1533,253,2023-12-09 00:00:00,North America
1534,215,2022-09-15 00:00:00,Oceania
1535,277,2023-03-31 00:00:00,North America
1536,968,2022-09-10 00:00:00,North America
1537,486,2023-12-27 00:00:00,Oceania
1538,199,2022-07-31 00:00:00,North America
1539,1,2022-04-20 00:00:00,Oceania
1540,225,2023-01-04 00:00:00,Oceania
1541,896,2023-08-03 00:00:00,Europe
1542,766,2024-04-28 00:00:00,Oceania
1543,515,2022-03-11 00:00:00,North America
1544,34,2022-10-06 00:00:00,Europe
1545,282,2023-06-08 00:00:00,North America
1546,22,2022-10-24 00:00:00,Oceania
1547,199,2024-04-06 00:00:00,North America
1548,883,2022-09-07 00:00:00,North America
1549,625,2022-02-22 00:00:00,Asia
1550,987,2023-06-05 00:00:00,Oceania
1551,722,2022-10-10 00:00:00,Oceania
1552,970,2023-05-18 00:00:00,Asia
1553,232,2023-04-01 00:00:00,Asia
1554,550,2023-01-22 00:00:00,Oceania
1555,391,2024-04-05 00:00:00,Europe
1556,510,2022-06-01 00:00:00,North America
1557,671,2023-11-21 00:00:00,North America
1558,747,2022-08-25 00:00:00,Europe
1559,559,2022-02-22 00:00:00,Europe
1560,956,2023-06-20 00:00:00,Oceania
1561,433,2022-01-01 00:00:00,North America
1562,953,2022-01-07 00:00:00,Oceania
1563,929,2022-03-27 00:00:00,Asia
1564,849,2022-06-18 00:00:00,Asia
1565,258,2022-11-03 00:00:00,Oceania
1566,451,2022-10-09 00:00:00,North America
1567,951,2022-09-02 00:00:00,North America
1568,622,2024-01-01 00:00:00,Oceania
1569,443,2022-06-24 00:00:00,North America
1570,590,2022-09-08 00:00:00,Asia
1571,477,2022-06-23 00:00:00,Europe
1572,347,2022-03-17 00:00:00,Oceania
1573,902,2022-04-11 00:00:00,North America
1574,3,2023-11-17 00:00:00,Oceania
1575,542,2022-01-30 00:00:00,Oceania
1576,2,2022-01-25 00:00:00,North America
1577,813,2024-05-16 00:00:00,North America
1578,615,2024-03-14 00:00:00,Oceania
1579,692,2024-03-08 00:00:00,Asia
1580,942,2022-08-29 00:00:00,Europe
1581,915,2023-02-03 00:00:00,Europe
1582,397,2023-05-04 00:00:00,North America
1583,631,2023-06-14 00:00:00,North America
1584,563,2024-02-09 00:00:00,Asia
1585,172,2023-11-06 00:00:00,Europe
1586,196,2022-09-18 00:00:00,Oceania
1587,243,2023-03-14 00:00:00,Asia
1588,965,2023-05-26 00:00:00,North America
1589,41,2022-06-17 00:00:00,Europe
1590,989,2023-07-22 00:00:00,Oceania
1591,927,2023-08-03 00:00:00,Oceania
1592,689,2024-01-28 00:00:00,Oceania
1593,862,2024-05-28 00:00:00,Europe
1594,603,2023-12-15 00:00:00,Europe
1595,157,2023-09-09 00:00:00,Asia
1596,484,2022-09-13 00:00:00,Asia
1597,598,2023-07-19 00:00:00,Asia
1598,946,2023-10-23 00:00:00,North America
1599,788,2022-12-31 00:00:00,Europe
1600,877,2023-07-02 00:00:00,Asia
1601,611,2023-05-13 00:00:00,North America
1602,4,2023-12-04 00:00:00,Europe
1603,7,2024-06-08 00:00:00,Asia
1604,744,2022-03-29 00:00:00,Europe
1605,642,2023-11-22 00:00:00,Asia
1606,134,2022-09-02 00:00:00,Asia
1607,576,2023-06-02 00:00:00,Oceania
1608,339,2022-02-15 00:00:00,North America
1609,300,2022-09-20 00:00:00,Oceania
1610,790,2022-07-05 00:00:00,Europe
1611,435,2023-12-08 00:00:00,Oceania
1612,629,2022-03-24 00:00:00,Asia
1613,886,2022-09-08 00:00:00,Oceania
1614,629,2022-05-12 00:00:00,Oceania
1615,318,2023-07-19 00:00:00,Oceania
1616,872,2022-11-15 00:00:00,Europe
1617,119,2024-04-13 00:00:00,Europe
1618,692,2023-03-10 00:00:00,North America
1619,979,2022-07-10 00:00:00,Asia
1620,719,2023-02-19 00:00:00,Europe
1621,821,2024-04-04 00:00:00,North America
1622,700,2023-01-24 00:00:00,North America
1623,202,2023-04-03 00:00:00,Oceania
1624,609,2022-08-28 00:00:00,Asia
1625,771,2023-06-20 00:00:00,Europe
1626,75,2023-11-06 00:00:00,Europe
1627,985,2023-07-24 00:00:00,Asia
1628,275,2022-05-15 00:00:00,Europe
1629,396,2023-06-14 00:00:00,Europe
1630,458,2023-05-03 00:00:00,North America
1631,67,2022-01-15 00:00:00,Europe
1632,126,2023-10-07 00:00:00,North America
1633,399,2023-08-22 00:00:00,Europe
1634,749,2023-10-20 00:00:00,North America
1635,548,2022-08-08 00:00:00,Asia
1636,680,2023-02-15 00:00:00,Europe
1637,640,2023-12-27 00:00:00,North America
1638,303,2023-01-11 00:00:00,North America
1639,817,2022-03-24 00:00:00,Oceania
1640,591,2022-04-01 00:00:00,North America
1641,627,2022-03-15 00:00:00,North America
1642,483,2024-04-13 00:00:00,Oceania
1643,344,2023-06-15 00:00:00,North America
1644,593,2022-11-01 00:00:00,Asia
1645,975,2022-05-31 00:00:00,Europe
1646,511,2023-01-08 00:00:00,Europe
1647,789,2023-05-06 00:00:00,Europe
1648,41,2023-09-13 00:00:00,Asia
1649,756,2022-02-28 00:00:00,Oceania
1650,217,2022-10-18 00:00:00,Asia
1651,637,2024-01-10 00:00:00,North America
1652,88,2024-01-22 00:00:00,Europe
1653,999,2024-05-25 00:00:00,North America
1654,703,2022-11-24 00:00:00,Oceania
1655,173,2023-10-21 00:00:00,Oceania
1656,129,2023-06-24 00:00:00,North America
1657,605,2023-07-22 00:00:00,North America
1658,395,2022-12-20 00:00:00,Asia
1659,203,2024-02-23 00:00:00,Asia
1660,826,2023-02-22 00:00:00,Oceania
1661,99,2023-11-20 00:00:00,Asia
1662,90,2022-01-24 00:00:00,Oceania
1663,857,2023-05-11 00:00:00,Oceania
1664,66,2022-04-22 00:00:00,North America
1665,260,2022-03-25 00:00:00,Europe
1666,73,2022-09-05 00:00:00,Oceania
1667,300,2023-08-23 00:00:00,Oceania
1668,459,2022-12-12 00:00:00,Asia
1669,124,2022-11-27 00:00:00,Asia
1670,887,2023-10-15 00:00:00,Asia
1671,230,2022-02-11 00:00:00,Oceania
1672,272,2023-07-04 00:00:00,Asia
1673,29,2023-05-03 00:00:00,Europe
1674,377,2022-06-08 00:00:00,North America
1675,692,2023-07-14 00:00:00,Oceania
1676,451,2022-05-23 00:00:00,Europe
1677,689,2022-01-01 00:00:00,North America
1678,850,2023-07-21 00:00:00,Europe
1679,335,2024-06-04 00:00:00,Asia
1680,980,2023-03-09 00:00:00,Oceania
1681,420,2024-02-28 00:00:00,North America
1682,225,2023-05-05 00:00:00,Europe
1683,710,2024-02-06 00:00:00,Europe
1684,31,2022-10-18 00:00:00,Europe
1685,661,2024-06-04 00:00:00,North America
1686,505,2023-12-05 00:00:00,Oceania
1687,859,2024-02-16 00:00:00,Europe
1688,75,2024-02-14 00:00:00,North America
1689,161,2024-06-01 00:00:00,Asia
1690,691,2023-02-14 00:00:00,Asia
1691,695,2023-02-04 00:00:00,Europe
1692,930,2023-05-04 00:00:00,Asia
1693,576,2022-07-28 00:00:00,Europe
1694,475,2024-02-01 00:00:00,North America
1695,220,2022-12-22 00:00:00,North America
1696,622,2022-12-22 00:00:00,Asia
1697,598,2022-03-27 00:00:00,North America
1698,884,2022-01-18 00:00:00,North America
1699,581,2023-05-27 00:00:00,North America
1700,906,2024-02-11 00:00:00,Oceania
1701,691,2022-11-22 00:00:00,North America
1702,317,2022-08-29 00:00:00,North America
1703,715,2022-12-31 00:00:00,Oceania
1704,186,2023-07-07 00:00:00,Asia
1705,829,2023-07-20 00:00:00,Europe
1706,773,2022-10-27 00:00:00,Asia
1707,582,2022-05-07 00:00:00,Asia
1708,735,2022-10-08 00:00:00,Oceania
1709,715,2022-03-26 00:00:00,Europe
1710,372,2024-02-19 00:00:00,North America
1711,384,2022-02-25 00:00:00,Oceania
1712,813,2022-12-31 00:00:00,Oceania
1713,814,2023-02-25 00:00:00,Asia
1714,618,2023-07-11 00:00:00,Oceania
1715,880,2023-01-26 00:00:00,Oceania
1716,439,2023-03-16 00:00:00,Europe
1717,371,2023-10-23 00:00:00,Europe
1718,380,2023-08-29 00:00:00,North America
1719,701,2022-10-16 00:00:00,North America
1720,46,2023-09-10 00:00:00,Asia
1721,288,2024-03-31 00:00:00,Asia
1722,453,2022-10-30 00:00:00,Europe
1723,191,2023-08-18 00:00:00,Europe
1724,198,2023-02-10 00:00:00,Oceania
1725,642,2023-11-30 00:00:00,Europe
1726,818,2024-03-25 00:00:00,Oceania
1727,817,2022-02-16 00:00:00,Oceania
1728,606,2024-02-13 00:00:00,Asia
1729,178,2023-03-11 00:00:00,Asia
1730,904,2024-06-14 00:00:00,Asia
1731,350,2023-02-27 00:00:00,Europe
1732,457,2023-07-12 00:00:00,North America
1733,646,2022-11-01 00:00:00,Oceania
1734,529,2022-10-24 00:00:00,North America
1735,284,2023-07-01 00:00:00,North America
1736,687,2023-04-23 00:00:00,Asia
1737,452,2022-04-19 00:00:00,Oceania
1738,830,2022-10-02 00:00:00,Asia
1739,845,2024-04-19 00:00:00,Asia
1740,225,2024-03-10 00:00:00,Asia
1741,671,2022-03-04 00:00:00,Oceania
1742,73,2024-05-14 00:00:00,Asia
1743,833,2022-04-03 00:00:00,Oceania
1744,414,2024-03-28 00:00:00,Europe
1745,376,2022-01-25 00:00:00,North America
1746,518,2024-04-20 00:00:00,Asia
1747,234,2024-04-17 00:00:00,Asia
1748,596,2022-02-22 00:00:00,Oceania
1749,22,2022-07-04 00:00:00,North America
1750,70,2023-12-10 00:00:00,Asia
1751,430,2024-03-07 00:00:00,Asia
1752,253,2022-05-13 00:00:00,Europe
1753,88,2023-01-25 00:00:00,Europe
1754,285,2023-08-31 00:00:00,Europe
1755,37,2023-07-29 00:00:00,Asia
1756,634,2024-05-15 00:00:00,Oceania
1757,280,2022-02-09 00:00:00,Oceania
1758,228,2022-03-20 00:00:00,North America
1759,639,2022-06-23 00:00:00,Oceania
1760,939,2024-01-03 00:00:00,Asia
1761,764,2022-01-01 00:00:00,Asia
1762,986,2023-07-11 00:00:00,Asia
1763,281,2022-02-26 00:00:00,Asia
1764,300,2024-06-17 00:00:00,Oceania
1765,232,2022-08-12 00:00:00,Europe
1766,991,2024-02-03 00:00:00,Europe
1767,825,2023-12-12 00:00:00,Oceania
1768,353,2023-09-15 00:00:00,Asia
1769,296,2023-09-07 00:00:00,North America
1770,129,2022-05-01 00:00:00,Asia
1771,393,2023-10-26 00:00:00,Europe
1772,791,2022-05-20 00:00:00,North America
1773,387,2022-04-02 00:00:00,Oceania
1774,40,2022-08-30 00:00:00,Europe
1775,562,2022-01-05 00:00:00,Oceania
1776,360,2022-06-15 00:00:00,Asia
1777,551,2022-11-28 00:00:00,North America
1778,827,2023-01-01 00:00:00,Oceania
1779,619,2024-03-14 00:00:00,Europe
1780,164,2024-05-24 00:00:00,North America
1781,680,2024-02-09 00:00:00,Asia
1782,342,2024-04-10 00:00:00,Asia
1783,379,2023-11-29 00:00:00,Europe
1784,505,2024-05-25 00:00:00,Asia
1785,331,2023-07-15 00:00:00,North America
1786,639,2022-06-29 00:00:00,Oceania
1787,24,2023-12-29 00:00:00,Asia
1788,850,2024-05-06 00:00:00,Asia
1789,565,2022-02-19 00:00:00,North America
1790,536,2024-03-23 00:00:00,Oceania
1791,182,2024-05-26 00:00:00,Oceania
1792,823,2023-05-05 00:00:00,Oceania
1793,840,2022-01-09 00:00:00,Asia
1794,698,2024-05-25 00:00:00,Europe
1795,494,2023-06-19 00:00:00,Asia
1796,263,2023-10-02 00:00:00,Europe
1797,184,2024-03-13 00:00:00,Oceania
1798,503,2022-09-03 00:00:00,North America
1799,396,2024-06-10 00:00:00,Asia
1800,755,2023-11-25 00:00:00,Oceania
1801,940,2022-06-21 00:00:00,Asia
1802,606,2023-12-24 00:00:00,North America
1803,460,2022-07-01 00:00:00,Asia
1804,762,2022-01-13 00:00:00,Europe
1805,660,2024-01-04 00:00:00,Asia
1806,335,2023-08-13 00:00:00,Oceania
1807,685,2023-04-22 00:00:00,North America
1808,434,2022-02-25 00:00:00,Oceania
1809,336,2022-08-21 00:00:00,Asia
1810,345,2023-03-09 00:00:00,Asia
1811,411,2023-10-28 00:00:00,Europe
1812,131,2023-12-16 00:00:00,North America
1813,441,2022-05-06 00:00:00,Oceania
1814,941,2023-11-12 00:00:00,Europe
1815,809,2022-07-26 00:00:00,Oceania
1816,926,2022-12-11 00:00:00,Oceania
1817,221,2023-01-14 00:00:00,North America
1818,684,2023-03-07 00:00:00,Europe
1819,662,2023-06-23 00:00:00,Oceania
1820,251,2022-04-02 00:00:00,Europe
1821,71,2023-07-26 00:00:00,Europe
1822,496,2023-12-31 00:00:00,Oceania
1823,1,2024-01-13 00:00:00,Oceania
1824,283,2023-12-18 00:00:00,Oceania
1825,301,2024-02-09 00:00:00,Asia
1826,275,2024-04-07 00:00:00,Europe
1827,55,2024-03-06 00:00:00,Asia
1828,351,2024-03-27 00:00:00,North America
1829,51,2023-04-09 00:00:00,North America
1830,66,2023-01-29 00:00:00,Oceania
1831,552,2022-01-21 00:00:00,Asia
1832,705,2023-11-09 00:00:00,Europe
1833,916,2022-07-29 00:00:00,North America
1834,827,2022-11-16 00:00:00,Oceania
1835,709,2023-10-24 00:00:00,Oceania
1836,571,2024-05-26 00:00:00,Europe
1837,331,2023-02-22 00:00:00,Europe
1838,476,2022-08-05 00:00:00,Asia
1839,396,2022-02-02 00:00:00,Oceania
1840,499,2022-05-28 00:00:00,Asia
1841,340,2022-01-05 00:00:00,North America
1842,93,2024-02-27 00:00:00,Asia
1843,383,2023-11-03 00:00:00,Asia
1844,108,2023-09-15 00:00:00,North America
1845,604,2022-01-15 00:00:00,Europe
1846,23,2022-07-19 00:00:00,Asia
1847,269,2022-04-17 00:00:00,Europe
1848,689,2024-04-21 00:00:00,North America
1849,766,2023-01-18 00:00:00,Asia
1850,181,2022-10-31 00:00:00,Oceania
1851,808,2023-08-28 00:00:00,Asia
1852,858,2024-01-18 00:00:00,North America
1853,930,2024-05-09 00:00:00,Oceania
1854,91,2023-01-16 00:00:00,North America
1855,370,2022-07-01 00:00:00,North America
1856,399,2023-09-28 00:00:00,Asia
1857,102,2023-11-17 00:00:00,Asia
1858,198,2023-07-11 00:00:00,Europe
1859,988,2023-03-03 00:00:00,Oceania
1860,487,2023-06-08 00:00:00,North America
1861,646,2024-04-27 00:00:00,North America
1862,500,2023-12-15 00:00:00,Asia
1863,269,2022-06-12 00:00:00,Europe
1864,249,2024-03-12 00:00:00,North America
1865,964,2023-09-17 00:00:00,North America
1866,346,2022-04-19 00:00:00,North America
1867,227,2023-01-09 00:00:00,North America
1868,266,2022-02-03 00:00:00,Oceania
1869,55,2023-08-03 00:00:00,Asia
1870,873,2023-05-26 00:00:00,Asia
1871,889,2022-10-15 00:00:00,North America
1872,844,2022-04-21 00:00:00,North America
1873,24,2024-05-30 00:00:00,Asia
1874,15,2022-05-10 00:00:00,North America
1875,788,2022-06-19 00:00:00,Europe
1876,681,2022-11-04 00:00:00,Asia
1877,657,2023-12-16 00:00:00,North America
1878,367,2023-08-18 00:00:00,North America
1879,54,2024-06-10 00:00:00,Europe
1880,737,2024-05-14 00:00:00,Oceania
1881,469,2022-08-13 00:00:00,Oceania
1882,216,2023-09-05 00:00:00,Oceania
1883,991,2023-11-04 00:00:00,North America
1884,21,2023-07-21 00:00:00,Asia
1885,50,2024-01-20 00:00:00,Oceania
1886,735,2022-05-05 00:00:00,Europe
1887,853,2022-09-29 00:00:00,Oceania
1888,741,2022-10-13 00:00:00,Oceania
1889,322,2023-10-27 00:00:00,Oceania
1890,902,2022-12-03 00:00:00,Asia
1891,832,2022-04-16 00:00:00,North America
1892,70,2023-07-31 00:00:00,Europe
1893,975,2024-02-09 00:00:00,Europe
1894,808,2022-07-26 00:00:00,Oceania
1895,270,2023-09-23 00:00:00,North America
1896,955,2022-11-29 00:00:00,Europe
1897,912,2024-04-28 00:00:00,Asia
1898,371,2024-06-16 00:00:00,North America
1899,496,2023-08-08 00:00:00,North America
1900,420,2022-12-20 00:00:00,Europe
1901,726,2023-08-21 00:00:00,Asia
1902,442,2022-06-28 00:00:00,Europe
1903,624,2022-01-25 00:00:00,Oceania
1904,483,2023-11-05 00:00:00,Europe
1905,711,2022-07-16 00:00:00,Oceania
1906,364,2023-11-08 00:00:00,Oceania
1907,826,2022-06-10 00:00:00,Asia
1908,619,2022-05-15 00:00:00,Asia
1909,198,2023-11-18 00:00:00,Europe
1910,449,2022-11-19 00:00:00,Europe
1911,549,2023-07-08 00:00:00,Asia
1912,558,2023-04-13 00:00:00,Asia
1913,864,2022-03-27 00:00:00,Europe
1914,772,2023-12-07 00:00:00,Asia
1915,243,2023-11-17 00:00:00,Oceania
1916,226,2022-06-06 00:00:00,Asia
1917,758,2022-01-02 00:00:00,Asia
1918,467,2022-06-25 00:00:00,Oceania
1919,745,2022-12-23 00:00:00,Europe
1920,248,2022-07-24 00:00:00,Oceania
1921,102,2022-11-22 00:00:00,Europe
1922,706,2023-09-16 00:00:00,Oceania
1923,203,2022-06-24 00:00:00,Europe
1924,445,2023-03-28 00:00:00,Europe
1925,755,2022-06-27 00:00:00,Oceania
1926,543,2023-06-08 00:00:00,North America
1927,143,2023-02-26 00:00:00,North America
1928,83,2024-05-08 00:00:00,North America
1929,802,2023-11-25 00:00:00,Europe
1930,539,2022-08-26 00:00:00,North America
1931,451,2024-05-12 00:00:00,Europe
1932,860,2024-04-13 00:00:00,Asia
1933,219,2023-08-14 00:00:00,North America
1934,827,2022-03-23 00:00:00,Asia
1935,741,2022-01-26 00:00:00,North America
1936,961,2022-08-18 00:00:00,Asia
1937,693,2022-01-11 00:00:00,North America
1938,127,2022-05-28 00:00:00,Asia
1939,708,2024-04-25 00:00:00,Asia
1940,461,2023-11-15 00:00:00,Europe
1941,23,2024-04-28 00:00:00,Oceania
1942,919,2024-04-10 00:00:00,Oceania
1943,749,2023-01-29 00:00:00,North America
1944,994,2022-10-04 00:00:00,North America
1945,168,2023-08-12 00:00:00,Europe
1946,312,2023-06-08 00:00:00,Europe
1947,577,2023-06-10 00:00:00,Asia
1948,39,2024-01-28 00:00:00,Oceania
1949,629,2022-06-05 00:00:00,Asia
1950,208,2023-01-27 00:00:00,Oceania
1951,274,2023-06-06 00:00:00,North America
1952,275,2022-12-25 00:00:00,Europe
1953,718,2023-05-31 00:00:00,North America
1954,97,2022-12-10 00:00:00,Europe
1955,307,2022-07-25 00:00:00,Oceania
1956,230,2024-01-30 00:00:00,Asia
1957,402,2023-10-29 00:00:00,North America
1958,779,2022-01-14 00:00:00,Asia
1959,138,2024-04-21 00:00:00,Asia
1960,371,2023-11-03 00:00:00,Oceania
1961,323,2022-11-23 00:00:00,Europe
1962,975,2022-01-06 00:00:00,Europe
1963,662,2022-06-10 00:00:00,Asia
1964,278,2023-03-06 00:00:00,Asia
1965,245,2022-07-09 00:00:00,Asia
1966,116,2022-01-19 00:00:00,North America
1967,73,2023-04-10 00:00:00,Oceania
1968,468,2022-10-20 00:00:00,North America
1969,13,2022-11-16 00:00:00,Europe
1970,390,2024-04-26 00:00:00,Oceania
1971,731,2023-11-09 00:00:00,Asia
1972,219,2022-05-27 00:00:00,Asia
1973,344,2023-11-29 00:00:00,Europe
1974,639,2024-03-14 00:00:00,Asia
